,Unnamed: 0,Unnamed: 0.1,Pages,Level,Subcategory,Category,Domain
499087,127877,127877,Lagrangian system,3.0,Category:Differential operators,Category:Fields_of_mathematics,sciences
380850,9640,9640,Alexander Curt Brade,3.0,Category:Botanists with author abbreviations,Category:Branches_of_biology,sciences
648942,277732,277732,RU-58642,3.0,Category:Abandoned drugs,Category:Chemistry,sciences
537964,166754,166754,Halin's grid theorem,3.0,Category:Infinite graphs,Category:Fields_of_mathematics,sciences
392425,21215,21215,Epidermis (botany),3.0,Category:Tissues (biology),Category:Branches_of_biology,sciences
537942,166732,166732,Szekeres snark,3.0,Category:Individual graphs,Category:Fields_of_mathematics,sciences
504419,133209,133209,Duality gap,3.0,Category:Convex optimization,Category:Fields_of_mathematics,sciences
407568,36358,36358,Proteorhodopsin,3.0,Category:Photosynthesis,Category:Branches_of_biology,sciences
446531,75321,75321,File:Sterol 14α-demethylase identification in imidazol-1-yl group.png,3.0,Category:Toxicology,Category:Branches_of_biology,sciences
504009,132799,132799,Secant method,3.0,Category:Root-finding algorithms,Category:Fields_of_mathematics,sciences
395230,24020,24020,Right lymphatic duct,3.0,Category:Wikipedia articles incorporating text from the 20th edition of Gray's Anatomy (1918),Category:Branches_of_biology,sciences
538079,166869,166869,Kozo Sugiyama,3.0,Category:Graph drawing people,Category:Fields_of_mathematics,sciences
388434,17224,17224,Prince Maximilian of Wied-Neuwied,3.0,Category:German taxonomists,Category:Branches_of_biology,sciences
627188,255978,255978,C40H50N8O6,3.0,Category:Molecular formulas,Category:Chemistry,sciences
516636,145426,145426,Shannon–Hartley theorem,3.0,Category:Information theory,Category:Fields_of_mathematics,sciences
620928,249718,249718,V-block,3.0,Category:Boilermaking,Category:Chemistry,sciences
519316,148106,148106,List of topics related to π,3.0,Category:Pi,Category:Fields_of_mathematics,sciences
602226,231016,231016,Seeding (fluid dynamics),3.0,Category:Fluid dynamics stubs,Category:Chemistry,sciences
558613,187403,187403,Sinknesh Ejigu,3.0,Category:Ethiopian chemists,Category:Chemistry,sciences
638250,267040,267040,Tetrolic acid,3.0,Category:Carboxylic acids,Category:Chemistry,sciences
583403,212193,212193,Compendium of protein lysine acetylation,3.0,Category:Posttranslational modification,Category:Chemistry,sciences
558866,187656,187656,Louis Jacques Thénard,3.0,Category:French chemists,Category:Chemistry,sciences
602706,231496,231496,Rouse number,3.0,Category:Fluid dynamics,Category:Chemistry,sciences
574323,203113,203113,Creedite,3.0,Category:Fluorine minerals,Category:Chemistry,sciences
649722,278512,278512,Hypo helmet,3.0,Category:Gas masks,Category:Chemistry,sciences
504332,133122,133122,Process optimization,3.0,Category:Mathematical optimization in business,Category:Fields_of_mathematics,sciences
590730,219520,219520,Bcl-2-associated death promoter,3.0,Category:Programmed cell death,Category:Chemistry,sciences
455364,84154,84154,Truebeam,3.0,Category:Medical devices,Category:Branches_of_biology,sciences
402228,31018,31018,Prokaryotic translation,3.0,Category:Gene expression,Category:Branches_of_biology,sciences
489874,118664,118664,Outline of category theory,3.0,Category:Category theory,Category:Fields_of_mathematics,sciences
388950,17740,17740,Peter Forsskål,3.0,Category:Swedish taxonomists,Category:Branches_of_biology,sciences
595840,224630,224630,Hydroformylation,3.0,Category:Carbon monoxide,Category:Chemistry,sciences
550041,178831,178831,Ionization,3.0,Category:Quantum chemistry,Category:Concepts_in_physics,sciences
392604,21394,21394,Biomedical Tissue Services,3.0,Category:Body snatching,Category:Branches_of_biology,sciences
538370,167160,167160,Inner model,3.0,Category:Inner model theory,Category:Fields_of_mathematics,sciences
585544,214334,214334,Morphine,3.0,Category:Human metabolites,Category:Chemistry,sciences
460286,89076,89076,Unterberger test,3.0,Category:Medical sign stubs,Category:Branches_of_biology,sciences
628000,256790,256790,RRKM theory,3.0,Category:Molecular physics,Category:Chemistry,sciences
634683,263473,263473,C22H24FN5O4,3.0,Category:Redirects from molecular formulas,Category:Chemistry,sciences
522499,151289,151289,Artin–Mazur zeta function,3.0,Category:Zeta and L-functions,Category:Fields_of_mathematics,sciences
558506,187296,187296,Ove Christiansen,3.0,Category:Danish chemists,Category:Chemistry,sciences
606295,235085,235085,Gallium maltolate,3.0,Category:Coordination compounds,Category:Chemistry,sciences
455871,84661,84661,Users' Guides to the Medical Literature,3.0,Category:Health informatics,Category:Branches_of_biology,sciences
438125,66915,66915,National Council on Aging,3.0,Category:Ageism,Category:Branches_of_biology,sciences
443041,71831,71831,Liebermeister's rule,3.0,Category:Cardiology,Category:Branches_of_biology,sciences
567811,196601,196601,Nickel(II) carbonate,3.0,Category:Nickel compounds,Category:Chemistry,sciences
409680,38470,38470,FABP5,3.0,Category:Protein stubs,Category:Branches_of_biology,sciences
557132,185922,185922,Ekaterina Feoktistova,3.0,Category:20th-century chemists,Category:Chemistry,sciences
583961,212751,212751,KLF14,3.0,Category:Transcription factors,Category:Chemistry,sciences
641738,270528,270528,Fujiwara–Moritani reaction,3.0,Category:Coupling reactions,Category:Chemistry,sciences
463996,92786,92786,Realm (virology),3.0,Category:Virus stubs,Category:Branches_of_biology,sciences
636063,264853,264853,C36H38F4N4O2S,3.0,Category:Redirects from molecular formulas,Category:Chemistry,sciences
654791,283581,283581,Water content,3.0,Category:Water,Category:Chemistry,sciences
559822,188612,188612,Michael Hartshorn,3.0,Category:New Zealand chemists,Category:Chemistry,sciences
499051,127841,127841,Willmore conjecture,3.0,Category:Differential geometry,Category:Fields_of_mathematics,sciences
375216,4006,4006,Thomas R. Odhiambo,3.0,Category:Entomologists,Category:Branches_of_biology,sciences
572410,201200,201200,Thulium-179,3.0,Category:Isotopes of thulium,Category:Chemistry,sciences
647895,276685,276685,Bubble point,3.0,Category:Temperature,Category:Chemistry,sciences
492720,121510,121510,Permanent (mathematics),3.0,Category:Matrix theory,Category:Fields_of_mathematics,sciences
431497,60287,60287,Friedrich Tiedemann,3.0,Category:Lamarckism,Category:Branches_of_biology,sciences
602786,231576,231576,Supersonic airfoils,3.0,Category:Fluid dynamics,Category:Chemistry,sciences
373451,2241,2241,Dalea lasiathera,3.0,Category:Plants used in Native American cuisine,Category:Branches_of_biology,sciences
373224,2014,2014,Psilocybe subcaerulipes,3.0,Category:Entheogens,Category:Branches_of_biology,sciences
428154,56944,56944,Open range,3.0,Category:Grasslands,Category:Branches_of_biology,sciences
550972,179762,179762,Order operator,3.0,Category:Quantum field theory,Category:Concepts_in_physics,sciences
463085,91875,91875,Viral life cycle,3.0,Category:Viral life cycle,Category:Branches_of_biology,sciences
395466,24256,24256,Suprarenal plexus,3.0,Category:Wikipedia articles incorporating text from the 20th edition of Gray's Anatomy (1918),Category:Branches_of_biology,sciences
629216,258006,258006,Chlorosoman,3.0,Category:Organic compound stubs,Category:Chemistry,sciences
384167,12957,12957,Hamilton Paul Traub,3.0,Category:Botanists with author abbreviations,Category:Branches_of_biology,sciences
529432,158222,158222,"Queen's Gambit Declined, Elephant Trap",3.0,Category:Chess openings,Category:Fields_of_mathematics,sciences
653279,282069,282069,Color Developing Agent 2,3.0,Category:Photographic chemicals,Category:Chemistry,sciences
518155,146945,146945,XOR linked list,3.0,Category:Binary arithmetic,Category:Fields_of_mathematics,sciences
475353,104143,104143,"EGIS-12,233",3.0,Category:Nervous system drug stubs,Category:Branches_of_biology,sciences
587269,216059,216059,Terlipressin,3.0,Category:Peptides,Category:Chemistry,sciences
571455,200245,200245,Plutonium-245,3.0,Category:Isotopes of plutonium,Category:Chemistry,sciences
615268,244058,244058,Visual inspection,3.0,Category:Nondestructive testing,Category:Chemistry,sciences
569838,198628,198628,Cerium-125,3.0,Category:Isotopes of cerium,Category:Chemistry,sciences
558898,187688,187688,Johann Gerhard Reinhard Andreae,3.0,Category:German chemists,Category:Chemistry,sciences
655531,284321,284321,Sodium bifluoride,3.0,Category:Toxins,Category:Chemistry,sciences
636324,265114,265114,C51H64N12O12S2,3.0,Category:Redirects from molecular formulas,Category:Chemistry,sciences
635841,264631,264631,C31H32O2P2,3.0,Category:Redirects from molecular formulas,Category:Chemistry,sciences
398389,27179,27179,Thermoanaerobacterium thermosaccharolyticum,3.0,Category:Anaerobes,Category:Branches_of_biology,sciences
532951,161741,161741,Zimmert set,3.0,Category:Hyperbolic geometry,Category:Fields_of_mathematics,sciences
648682,277472,277472,Guanoclor,3.0,Category:Abandoned drugs,Category:Chemistry,sciences
382880,11670,11670,William McCalla,3.0,Category:Botanists with author abbreviations,Category:Branches_of_biology,sciences
372257,1047,1047,Humin,3.0,Category:Plant nutrition,Category:Branches_of_biology,sciences
631174,259964,259964,C2H6ClO3P,3.0,Category:Redirects from molecular formulas,Category:Chemistry,sciences
527024,155814,155814,Thermal design power,3.0,Category:Heat transfer,Category:Fields_of_mathematics,sciences
551158,179948,179948,Dephasing,3.0,Category:Quantum information science,Category:Concepts_in_physics,sciences
431873,60663,60663,Highlands Formation,3.0,Category:Paleontology in the Caribbean,Category:Branches_of_biology,sciences
397930,26720,26720,Von Ebner's gland,3.0,Category:Anatomy stubs,Category:Branches_of_biology,sciences
399996,28786,28786,Imidogen,3.0,Category:Free radicals,Category:Branches_of_biology,sciences
563162,191952,191952,Robert H. S. Robertson,3.0,Category:British chemist stubs,Category:Chemistry,sciences
549914,178704,178704,Rabi cycle,3.0,Category:Atomic physics,Category:Concepts_in_physics,sciences
371469,259,259,Albert Howard,3.0,Category:Economic botanists,Category:Branches_of_biology,sciences
411071,39861,39861,Nonidet P-40,3.0,Category:Biochemistry stubs,Category:Branches_of_biology,sciences
419422,48212,48212,MYH7,3.0,Category:Motor proteins,Category:Branches_of_biology,sciences
578197,206987,206987,Thymol blue,3.0,Category:PH indicators,Category:Chemistry,sciences
552564,181354,181354,Indian Ocean Tsunami Warning System,3.0,Category:Tsunami,Category:Concepts_in_physics,sciences
440082,68872,68872,Caspase 7,3.0,Category:Caspases,Category:Branches_of_biology,sciences
419756,48546,48546,Tetraploid complementation assay,3.0,Category:Stem cells,Category:Branches_of_biology,sciences
520432,149222,149222,Eric Katz,3.0,Category:Combinatorialists,Category:Fields_of_mathematics,sciences
595709,224499,224499,Union Carbide India Limited,3.0,Category:Bhopal disaster,Category:Chemistry,sciences
434839,63629,63629,PEPCK-Cmus mouse,3.0,Category:Genetically modified organisms,Category:Branches_of_biology,sciences
547765,176555,176555,Tolman length,3.0,Category:Thermodynamics,Category:Concepts_in_physics,sciences
436081,64871,64871,The Selfish Gene,3.0,Category:DNA replication,Category:Branches_of_biology,sciences
393127,21917,21917,Periapical cyst,3.0,Category:Gross pathology,Category:Branches_of_biology,sciences
492833,121623,121623,Dune (software),3.0,Category:Numerical linear algebra,Category:Fields_of_mathematics,sciences
429471,58261,58261,Eucalyptus xanthonema,3.0,Category:Mallees (habit),Category:Branches_of_biology,sciences
592389,221179,221179,Reeler domain,3.0,Category:Protein stubs,Category:Chemistry,sciences
435664,64454,64454,Ogden syndrome,3.0,Category:Genetic diseases and disorders,Category:Branches_of_biology,sciences
503690,132480,132480,Henk van der Vorst,3.0,Category:Numerical analysts,Category:Fields_of_mathematics,sciences
434091,62881,62881,Schmitt Gillenwater Kelly syndrome,3.0,Category:Congenital disorders of musculoskeletal system,Category:Branches_of_biology,sciences
623697,252487,252487,C14H8F4O4S,3.0,Category:Molecular formulas,Category:Chemistry,sciences
407533,36323,36323,Mehler reaction,3.0,Category:Photosynthesis,Category:Branches_of_biology,sciences
561762,190552,190552,Antony Hewish,3.0,Category:Spectroscopists,Category:Chemistry,sciences
458489,87279,87279,Anti-glomerular basement membrane antibody,3.0,Category:Immunology stubs,Category:Branches_of_biology,sciences
582950,211740,211740,M43 BZ cluster bomb,3.0,Category:Chemical weapon delivery systems,Category:Chemistry,sciences
439795,68585,68585,Long intergenic non-protein coding rna 1157,3.0,Category:Genes on human chromosome,Category:Branches_of_biology,sciences
649982,278772,278772,Pharmaceutical Affairs Law (Taiwan),3.0,Category:Drug control law,Category:Chemistry,sciences
415146,43936,43936,Lunarcrete,3.0,Category:Building materials,Category:Branches_of_biology,sciences
625142,253932,253932,C20H22N8O5,3.0,Category:Molecular formulas,Category:Chemistry,sciences
453210,82000,82000,"CRL-40,941",3.0,Category:Abandoned drugs,Category:Branches_of_biology,sciences
388486,17276,17276,Miles Joseph Berkeley,3.0,Category:Fellows of the Linnean Society of London,Category:Branches_of_biology,sciences
630208,258998,258998,Aluminium sulfate,3.0,Category:Sulfates,Category:Chemistry,sciences
446383,75173,75173,Entomotoxicology,3.0,Category:Toxicology,Category:Branches_of_biology,sciences
529718,158508,158508,Vadim Zvjaginsev,3.0,Category:Chess theoreticians,Category:Fields_of_mathematics,sciences
383038,11828,11828,Robert Mudie,3.0,Category:Botanists with author abbreviations,Category:Branches_of_biology,sciences
470914,99704,99704,John L. Horn,3.0,Category:Intelligence researchers,Category:Branches_of_biology,sciences
613426,242216,242216,Harmonic,3.0,Category:Acoustics,Category:Chemistry,sciences
482150,110940,110940,Hair cell,3.0,Category:Receptor cells,Category:Branches_of_biology,sciences
501368,130158,130158,Tverberg's theorem,3.0,Category:Convex hulls,Category:Fields_of_mathematics,sciences
564984,193774,193774,C16H24N4O2,3.0,Category:Molecular formula set index pages,Category:Chemistry,sciences
638534,267324,267324,Heterocodeine,3.0,Category:Ethers,Category:Chemistry,sciences
644637,273427,273427,NOBIN,3.0,Category:Catalysts,Category:Chemistry,sciences
644332,273122,273122,Hund's rule of maximum multiplicity,3.0,Category:Quantum chemistry,Category:Chemistry,sciences
478029,106819,106819,Butylphthalide,3.0,Category:Flavors,Category:Branches_of_biology,sciences
586301,215091,215091,Enlist Weed Control System,3.0,Category:Genetic engineering,Category:Chemistry,sciences
